Product Link,Product Name,Price
https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-256-gb/p/itm94360d23ec184?pid=MOBH2Z9ZNJKYDE4D&lid=LSTMOBH2Z9ZNJKYDE4DXMZIK4&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBH2Z9ZNJKYDE4D.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy M35 5G (DayBreak Blue, 256 GB)","₹22,495"
https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZP9MB8P&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGWD85ZUA8BMDZ.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹20,299"
https://www.flipkart.com/samsung-galaxy-m35-5g-moonlight-blue-128-gb/p/itm94360d23ec184?pid=MOBH2Z8ZTPKMZ9FV&lid=LSTMOBH2Z8ZTPKMZ9FVGEA1O1&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBH2Z8ZTPKMZ9FV.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy M35 5G (Moonlight Blue, 128 GB)","₹20,691"
https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-navy-128-gb/p/itm12fccc5bfbaac?pid=MOBGYT2HGFKNMSZQ&lid=LSTMOBGYT2HGFKNMSZQEXUL64&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2HGFKNMSZQ.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A35 5G (Awesome Navy, 128 GB)","₹31,349"
https://www.flipkart.com/samsung-galaxy-f55-5g-apricot-crush-256-gb/p/itmc694e72550906?pid=MOBHY9N7WXERJJAS&lid=LSTMOBHY9N7WXERJJAS2UQOX8&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBHY9N7WXERJJAS.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy F55 5G (Apricot Crush, 256 GB)","₹27,299"
https://www.flipkart.com/samsung-galaxy-a23-5g-light-blue-128-gb/p/itme9f480031af3a?pid=MOBGHT8UEEZXGGWA&lid=LSTMOBGHT8UEEZXGGWANZ1OPM&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGHT8UEEZXGGWA.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)","₹23,999"
https://www.flipkart.com/samsung-galaxy-f55-5g-raisin-black-256-gb/p/itm9ef929028985b?pid=MOBHY9N7ZQFEFJNF&lid=LSTMOBHY9N7ZQFEFJNFKL1RKU&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBHY9N7ZQFEFJNF.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy F55 5G (Raisin Black, 256 GB)","₹27,299"
https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-256-gb/p/itmd3af671af1e42?pid=MOBGYT2HYAAHS3ZR&lid=LSTMOBGYT2HYAAHS3ZR42NYKW&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2HYAAHS3ZR.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A35 5G (Awesome Iceblue, 256 GB)","₹34,349"
https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-lavender-256-gb/p/itmb457a6d3826ee?pid=MOBGSXD7TV34MYXX&lid=LSTMOBGSXD7TV34MYXXEFMCUR&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGSXD7TV34MYXX.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Lavender, 256 GB)","₹27,999"
https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-navy-256-gb/p/itm2d2e398127998?pid=MOBGYT2HEEYGMZFH&lid=LSTMOBGYT2HEEYGMZFHFG5U5Z&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGYT2HEEYGMZFH.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A35 5G (Awesome Navy, 256 GB)","₹34,349"
https://www.flipkart.com/samsung-galaxy-a23-5g-silver-128-gb/p/itm929372c9db763?pid=MOBGHT8U5HGTWKTZ&lid=LSTMOBGHT8U5HGTWKTZ8ZTELX&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBGHT8U5HGTWKTZ.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A23 5G (Silver, 128 GB)","₹23,999"
https://www.flipkart.com/samsung-galaxy-m35-5g-thunder-grey-256-gb/p/itm94360d23ec184?pid=MOBH2ZAYYUN63FV7&lid=LSTMOBH2ZAYYUN63FV7JYS0HU&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=Search&iid=a91c44bf-54c7-4340-b6ba-017469d41f5d.MOBH2ZAYYUN63FV7.SEARCH&ppt=sp&ppn=sp&ssid=ovoo4cygls0000001728191536253&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy M35 5G (Thunder Grey, 256 GB)","₹24,499"
